0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,-8,-6,0,0,0,0,0,0,0,0,-7,0,-6,0,0,0,0,0
0,0,0,0,0,0,0,-8,-14,-20,5,13,89,130,110,69,28,2,2,-12,-33,-54,-36,0,0,0,0,0
0,0,0,0,0,0,-13,-28,-43,7,93,288,481,578,521,362,163,20,-58,-66,-59,-89,-61,-10,-18,0,10,0
0,0,0,0,-1,-6,-38,-110,-56,78,541,1043,1580,1708,1413,1134,600,124,-64,-117,-90,-116,-124,-50,4,52,0,0
0,0,0,-1,-1,-20,-92,-41,117,798,1788,2917,3509,3758,3512,2730,1604,664,98,-68,-70,-138,-134,-54,128,113,30,0
0,0,0,-1,-8,-43,-105,85,760,2220,3864,6029,7114,7531,6795,5412,3345,1487,408,-36,-44,-49,14,221,451,421,86,0
0,0,0,-4,-13,-49,-94,474,2129,4760,7970,10571,11541,11763,10821,8701,6215,2731,866,81,-120,-22,308,866,1190,1058,180,0
0,0,0,-3,-14,-55,148,1694,4442,8802,12416,13801,13780,12531,12194,11495,8607,4490,1424,185,-36,302,1028,2005,2290,1893,400,0
0,0,0,-6,-37,-57,629,3397,8328,13594,15195,13834,10681,9473,10329,11724,10356,5310,2152,514,343,1159,2329,3365,3966,3180,769,10
0,0,0,-10,-35,-1,1453,6337,13409,16234,13086,7770,5060,5963,8700,11447,10497,5670,2300,1234,1398,2742,4503,5731,5882,3907,977,0
0,0,-1,-3,-55,211,2712,11025,17171,14665,7598,2748,2079,4459,8673,11338,9930,5465,2598,2644,3705,5328,6879,7310,6631,4251,1060,10
0,0,0,-17,-75,308,4527,15402,18754,11083,3327,1093,2017,5794,9615,11736,9299,5933,4607,5904,7306,8305,8526,7838,6597,4658,1047,10
0,0,0,-8,-69,347,6880,18776,17837,7732,2136,1676,3555,8086,11901,12498,10266,8625,9471,10305,10395,9639,8104,7129,5947,3995,1018,20
0,-1,-1,-9,-62,375,8154,20482,17278,7068,3315,3788,7329,12205,16349,16311,15370,14502,13442,11652,9744,8331,6936,6184,5224,3164,654,0
0,-4,-5,-13,-40,190,7617,18865,15929,8404,6444,8424,13281,18736,21851,21662,19147,16016,12546,9910,8131,7032,6231,5759,5184,3139,788,0
0,0,0,-11,-85,140,6227,15027,14667,10917,10881,14600,19127,22833,22462,19901,15714,11905,9401,7739,6547,5983,5510,5168,4786,2864,622,10
0,0,0,-18,-48,-12,4474,10651,12109,11603,13291,16547,18936,18506,15325,11257,8407,6670,5481,4772,4352,3977,3720,3896,3699,2254,465,0
0,0,0,-6,-51,-76,2138,6082,8547,9145,11450,12752,12421,10207,7075,4814,3324,3072,2806,2788,2720,2438,2371,2597,2502,1552,351,20
0,0,0,-4,-40,-96,828,2959,4738,5489,6721,7069,5806,4210,2493,1683,1315,1061,1144,1112,1115,1353,1564,1615,1564,961,300,10
0,0,0,-1,-25,-100,1,754,1980,2449,2924,2758,2262,1480,728,571,436,113,268,403,486,475,737,893,851,478,100,10
0,0,0,-1,-9,-48,-120,96,432,795,977,863,712,410,213,153,99,-77,8,85,137,240,340,406,397,158,30,0
0,0,0,0,0,-46,-112,-72,51,115,197,180,184,79,-28,-41,-52,-157,-94,-29,7,72,96,151,170,60,0,0
0,0,0,0,0,-13,-28,-40,-22,35,57,20,10,-12,-54,-43,-56,-57,-44,-21,-1,44,50,37,-9,0,0,0
0,0,0,0,0,0,-3,-12,-17,-8,20,-4,0,-9,-6,-2,-15,-18,-10,0,10,-5,0,0,0,0,0,0
0,0,0,0,0,0,0,-2,-8,0,0,-4,0,0,0,0,-1,-5,0,0,0,-2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
