0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-3,-4,-3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-16,-7,-21,-5,5,-3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,27,21,-4,-18,5,38,57,83,115,53,0,12,15,20,0,-4,0,0,0,0,0
0,0,0,0,0,20,106,121,162,155,194,249,274,372,605,629,459,236,138,77,30,-9,-4,0,0,0,0,0
0,0,0,0,8,79,256,454,536,569,569,737,991,1439,2097,2346,2046,1499,695,288,12,0,-23,-10,-7,0,0,0
0,0,-2,-4,7,213,471,837,1044,1100,1460,1777,2565,3919,5824,6856,6052,3657,1325,284,-134,-71,-69,-23,-8,-4,-6,0
0,-11,-17,-8,18,222,866,1140,1677,2104,2858,3886,5972,8649,11693,12719,10217,6042,2189,230,-271,-321,-72,67,51,-40,-23,-3
0,-6,-29,-46,-1,350,1295,2097,3105,4028,5571,8191,11221,13987,16375,16928,13083,7460,2653,199,-407,-372,22,245,159,-53,-39,-3
0,-3,-33,-68,2,555,1832,3101,4596,6771,9201,11325,13680,16058,18263,18470,14351,7726,2707,272,-268,-9,447,613,393,-59,-77,-1
0,-2,-23,-111,-123,690,2277,3902,5851,8161,10283,11494,12851,13610,15423,17528,13862,7820,2606,441,166,687,1406,1677,943,219,-88,-1
0,-10,-44,-124,-46,687,2337,3584,5689,7782,8963,9031,7879,8100,11093,15720,13994,7826,2810,1111,1315,2212,2918,3008,1607,70,-81,-5
0,-2,-68,-143,-39,513,1989,3399,4897,6157,5787,4179,2847,4161,9251,14804,14096,8453,4109,2986,3464,4587,4808,4123,2035,164,-98,-11
-1,-17,-68,-183,-35,694,1545,2211,3319,2973,1660,821,855,3241,8740,14498,14532,9998,6850,6217,6122,6209,5701,4531,2082,223,-90,-9
0,-2,-56,-148,13,346,865,1072,1282,270,-220,14,985,3833,9754,15350,16914,13535,10457,8699,7537,6822,6271,5031,2294,196,-106,-21
0,-4,-57,-154,-25,547,1041,948,357,196,438,1746,3413,7390,13775,19548,20566,16801,12447,10173,8136,7230,6692,5107,2215,248,-127,-18
0,-5,-53,-102,204,1115,2020,2164,2365,2815,4426,7043,9985,15027,20097,23058,21677,16908,12179,9081,7825,6720,6025,4595,1990,58,-197,-5
0,-5,-37,-56,351,1704,3461,4563,5842,7471,10172,13365,16252,19110,22072,21418,18315,13143,8816,6930,6105,5526,4899,3778,1586,18,-86,0
0,-6,-35,-8,588,2535,4745,6418,7997,10262,12398,14129,15444,15462,16393,15581,12278,8205,4975,4135,3931,3903,3843,3229,1248,-42,-77,-1
0,-10,-18,8,766,2476,5016,6896,8082,9598,10601,11014,9935,9413,10486,10040,7328,4377,2701,2120,2211,2434,2345,1994,799,-49,-78,-10
0,0,-4,85,693,2528,4623,5535,6512,7266,6986,5888,4622,4673,5622,5651,4057,2155,1011,883,936,1109,1276,1149,214,-95,-8,0
0,0,-4,83,607,2076,3806,4408,4690,4534,3596,2287,1690,1649,2714,3017,2138,834,314,265,420,502,631,455,119,-61,-34,0
0,0,-2,40,407,1686,2828,3085,2792,1658,1036,598,353,678,1341,1667,1203,263,90,-2,118,239,249,200,68,2,-10,0
0,0,0,46,262,965,1637,1483,670,18,-46,10,-22,208,574,735,499,37,32,36,80,103,112,91,-18,-9,0,0
0,0,0,0,103,299,458,85,-167,-293,-94,-91,27,105,123,201,106,-25,-15,11,0,-2,40,40,-20,-10,0,0
0,0,0,0,0,27,-28,-74,-135,-123,-85,-28,5,35,28,31,13,-4,-4,0,-3,-3,-3,0,0,0,0,0
0,0,0,0,0,0,-3,-31,-13,-14,-10,-17,-4,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
