0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,10,-2,-2,0,0,0,0,0,-24,-20,-11,36,28,5,0,0,0,0,0
0,0,0,0,0,-2,-10,-12,16,-10,3,5,-11,-1,-3,10,9,80,204,373,355,312,129,3,-6,0,0,0
0,0,0,0,7,12,66,82,200,36,72,-5,-27,-68,-53,-8,245,939,1707,2144,2137,1551,602,59,-61,-20,0,0
0,0,0,0,89,249,375,533,677,546,228,4,-178,-366,-297,165,1151,2728,4287,5088,5256,3685,1833,334,-125,-58,-18,0
0,0,10,37,256,798,1223,1544,1826,1281,605,-93,-556,-644,-559,636,2974,5338,7171,8554,8348,6593,3107,627,-211,-95,-3,0
0,0,10,157,709,1733,2918,3282,3009,2034,795,-73,-712,-858,-136,1688,5031,7604,9811,11282,11430,9541,5214,1095,-354,-179,0,0
0,-10,30,390,1405,3351,4914,4889,3784,2433,935,-152,-676,-439,666,3521,6939,9553,10816,13231,14180,12465,6722,1182,-534,-267,-1,0
0,-10,54,713,2863,5559,7491,6643,5060,3205,1689,324,-349,-320,1384,4957,8893,11018,12511,14899,16483,13880,7619,1230,-534,-147,-2,0
0,0,106,1365,4674,8464,9663,7718,6219,4207,1996,-17,-809,-350,1712,6703,10734,12668,14272,15920,16595,13972,7832,1492,-381,-123,-6,0
0,10,188,2066,6554,11114,11553,9089,6776,4040,1571,-310,-1315,-725,2744,8311,13189,14026,15272,15917,15387,12609,7168,1221,-221,-91,-4,0
0,10,224,2538,8515,14002,13006,9522,6292,3267,692,-1018,-1626,-302,4536,10703,15290,15948,15849,15810,13451,10680,5849,1235,-161,-79,-5,0
0,0,178,3000,9864,15179,13565,9873,6079,2754,280,-1055,-1087,2027,7109,12941,16203,16113,15628,13904,11562,8827,4418,1019,-134,-90,-7,0
0,17,152,2842,10613,15996,14156,9945,6049,2897,571,292,1328,4671,8997,13777,15878,16035,15200,12743,10126,7247,3752,755,-64,-49,-4,0
0,10,192,2625,10271,16082,14820,10670,7021,4336,3370,3700,5414,7230,9805,12750,14696,15009,13882,11585,9345,6768,3200,551,-120,-17,-2,0
0,0,110,2103,8838,14909,14389,10732,8743,6979,6826,7602,7613,8734,10541,11805,13151,13040,12339,10807,9170,6951,3430,603,-151,-2,-8,0
0,-4,10,1441,6317,12033,13228,11313,9745,9125,9385,9294,9427,9471,9687,9928,9993,10367,10509,10659,9800,7242,3393,676,-205,-10,-20,0
0,0,-36,756,4154,8166,10063,10243,9666,9379,9718,9680,9633,9238,8068,6946,6865,7722,9444,10830,10092,7746,3614,656,-58,-15,-7,0
0,-1,-59,348,2553,5406,6819,6959,7245,7423,7885,8168,8121,6672,4739,3810,4521,6005,8333,9819,10346,7130,3790,826,21,-43,-5,0
0,-1,-24,110,1222,2801,4196,4544,4439,4652,5168,5013,4497,3240,2261,2044,3118,5004,7227,8958,9241,6468,3248,808,81,-4,-6,0
0,-10,-56,-35,393,1200,1839,2454,2406,2449,2449,2152,1498,985,850,1022,2232,4016,6239,7850,8184,5363,2749,762,22,-16,-1,0
0,0,-24,-21,-46,161,448,618,622,683,773,508,282,293,339,543,1710,3085,4824,6232,5581,3806,1802,483,53,-3,0,0
0,0,-1,-35,-143,-185,-334,-368,-444,-311,-148,-72,-196,-120,73,421,1439,2571,3874,4309,3419,2192,989,226,-7,-3,0,0
0,0,10,-5,-48,-79,-166,-247,-424,-279,-156,-40,-20,-29,93,356,796,1727,2119,1917,1359,899,330,60,20,0,0,0
0,0,0,0,-7,-15,-47,-36,-120,-66,-38,-5,35,5,86,255,455,669,730,480,250,150,20,20,10,0,0,0
0,0,0,0,0,0,-10,0,-9,0,-6,0,0,10,30,62,42,70,60,30,30,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
