0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0
0,0,0,0,0,0,-8,-2,7,26,30,0,-3,-6,-6,0,0,0,-1,-24,-31,-22,-13,-12,-4,0,0,0
0,0,0,0,0,0,-6,19,63,146,122,110,38,-48,-33,-38,-13,-19,-14,27,-30,-37,-27,-14,-18,-7,-10,0
0,0,0,0,0,8,-13,121,290,489,525,460,316,100,-28,-37,-48,-6,183,364,486,430,281,-13,-118,-54,0,0
0,0,0,0,0,12,99,406,813,1090,1413,1248,892,364,21,-100,-5,293,1078,1669,2182,2295,1537,346,-51,-99,-5,0
0,0,0,0,9,32,276,1155,2068,2708,3100,2690,1943,1084,459,171,477,1311,2753,4058,4878,4961,3851,1887,193,-235,-13,0
0,0,0,-1,17,192,1098,2785,4266,5211,5460,5143,3688,2304,1098,856,1753,3631,5566,7557,8073,7486,6752,4445,1105,-331,-44,0
0,0,0,-1,39,501,2495,5149,7226,8350,8633,7952,6491,4349,2644,2298,4165,6722,9846,10651,10058,10097,9893,7906,2592,-380,-50,0
0,0,0,0,50,1070,4432,8066,10065,10928,10623,9959,8452,6937,4793,5280,7531,10977,12068,11713,10533,11208,12524,11837,4375,-312,-94,0
0,0,0,-1,164,2376,7526,11101,12005,11122,10366,10726,11199,10843,10409,10609,12914,14451,13226,10032,8371,10001,15103,15232,5806,-72,-30,0
0,0,0,-1,507,3978,11090,13137,11436,9045,8397,10186,12642,15237,16089,17467,17545,15560,10314,6576,5865,8974,16018,17570,6995,24,-27,0
0,0,0,12,962,6772,14316,13592,10043,6492,5209,7255,11288,16209,19874,21518,18658,13079,7273,4541,4593,8814,16108,17744,7060,-28,-39,-1
0,0,-7,1,1585,9472,16386,13425,7916,4117,3355,4837,9807,15400,20100,20856,15880,10286,6496,5238,6074,10294,15564,15203,6047,4,-19,-1
0,0,0,30,2207,10925,17391,12325,6152,3210,2663,4748,9417,15359,18078,16450,11538,8443,7261,7235,8429,10696,13542,12016,4121,20,-25,0
0,0,-5,15,2444,11873,17513,11722,6238,3588,3560,5901,10640,13926,12774,9825,8736,8231,7768,7873,8503,9800,10900,8363,2611,-92,-24,0
0,0,-8,70,1824,10901,16169,11634,7006,4979,6091,8698,11889,10892,7401,5692,5903,6537,7074,7671,7890,8519,8056,5019,1216,-132,-31,0
0,0,0,30,1205,7967,13208,11008,8219,7184,8575,10872,10640,7173,3867,2921,3545,4716,5625,6261,6384,6434,5160,2896,656,-104,-16,0
0,0,0,17,835,5262,9984,9678,8739,9118,10622,10237,7359,3987,2050,1862,2265,3283,4099,4469,4735,4207,2930,1332,296,-82,-23,0
0,0,0,0,246,2895,6327,7583,8536,9616,9229,7525,4472,2115,1239,1106,1451,2046,2441,2850,2817,2320,1481,663,22,-54,-14,0
0,0,0,10,-72,1405,4315,6261,7762,8117,7092,4635,2335,1326,786,703,763,1056,1370,1497,1414,1108,665,277,-32,-65,-12,0
0,0,0,-9,-91,479,2628,4380,5463,5515,4329,2405,1409,683,476,486,535,622,916,950,817,469,247,61,-4,-5,0,0
0,0,0,9,42,287,1212,2432,3108,3026,2112,1253,716,366,203,194,301,398,399,350,202,110,52,15,-8,-3,0,0
0,0,0,0,-6,70,346,842,1293,1057,861,523,306,163,48,42,64,99,78,3,38,-13,10,-3,0,0,0,0
0,0,0,0,0,20,99,245,229,215,212,100,90,31,6,1,-15,-5,0,0,0,-8,0,0,0,0,0,0
0,0,0,0,0,10,20,15,58,22,10,29,20,0,0,-7,-4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
